2021-11-02 17:29:01,408  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : ZooKeeperService that implements InitializeAwareService
2021-11-02 17:29:01,468  main INFO  o.a.c.utils.Compatibility - Compatibility.<clinit>() : Running in ZooKeeper 3.4.x compatibility mode
2021-11-02 17:29:01,469  main INFO  o.a.c.utils.Compatibility - Compatibility.<clinit>() : Using emulated InjectSessionExpiration
2021-11-02 17:29:01,503  main INFO  o.a.c.f.i.CuratorFrameworkImpl - CuratorFrameworkImpl.start() : Starting
2021-11-02 17:29:01,533  main INFO  o.a.c.f.i.CuratorFrameworkImpl - CuratorFrameworkImpl.start() : Default schema
2021-11-02 17:29:01,538  main-EventThread ERROR o.a.c.ConnectionState - ConnectionState.checkState() : Authentication failed
2021-11-02 17:29:01,540  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : ZooKeeperService
2021-11-02 17:29:01,541  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : FeatureFlagService has these dependencies [ [NameRegistration{name=ZooKeeperService}] ]
2021-11-02 17:29:01,542  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : RepositoryService has these dependencies [ [NameRegistration{name=ZooKeeperService}, NameRegistration{name=DataStoreService}, NameRegistration{name=ServerMetricsService}] ]
2021-11-02 17:29:01,542  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : RepositoryService that implements InitializeAwareService
2021-11-02 17:29:01,552  main-EventThread INFO  o.a.c.f.s.ConnectionStateManager - ConnectionStateManager.postState() : State change: CONNECTED
2021-11-02 17:29:01,576  main INFO  SERVICES.REPOSITORY - RepositoryServiceImpl.initRepository() : repository name=apprepo is using class=com.apigee.services.repository.nosql.CassandraRepository
2021-11-02 17:29:01,577  main INFO  SERVICES.REPOSITORY - RepositoryServiceImpl.initRepository() : repository name=zookeeper is using class=com.apigee.services.repository.zookeeper.ZKRepository
